77.000000,53.820000
84.000000,63.130000
91.000000,81.810000
71.000000,55.040000
48.000000,26.410000
83.000000,65.540000
72.000000,50.790000
59.000000,38.470000
96.000000,80.950000
82.000000,64.390000
79.000000,57.060000
77.000000,56.330000
69.000000,51.380000
86.000000,71.460000
58.000000,36.110000
86.000000,68.350000
73.000000,53.210000
64.000000,40.140000
62.000000,40.190000
69.000000,41.740000
85.000000,64.960000
82.000000,66.150000
44.000000,19.570000
74.000000,53.950000
85.000000,68.280000
66.000000,46.740000
62.000000,37.930000
76.000000,60.330000
80.000000,59.910000
86.000000,69.900000
68.000000,49.370000
75.000000,53.710000
72.000000,51.260000
66.000000,47.680000
51.000000,21.930000
65.000000,43.780000
88.000000,74.690000
78.000000,62.580000
59.000000,35.330000
86.000000,67.970000
78.000000,57.250000
87.000000,68.000000
68.000000,45.650000
53.000000,31.620000
96.000000,80.020000
54.000000,30.370000
80.000000,61.590000
66.000000,45.420000
82.000000,64.020000
83.000000,62.580000
60.000000,40.250000
67.000000,46.040000
64.000000,41.210000
76.000000,59.940000
65.000000,42.710000
81.000000,58.110000
57.000000,35.800000
79.000000,59.700000
65.000000,45.380000
45.000000,21.620000
70.000000,50.870000
60.000000,40.950000
76.000000,60.310000
91.000000,79.310000
46.000000,21.250000
59.000000,36.710000
63.000000,40.590000
72.000000,53.780000
85.000000,64.220000
95.000000,80.750000
62.000000,39.040000
54.000000,33.580000
64.000000,44.100000
70.000000,52.050000
43.000000,17.020000
74.000000,53.440000
77.000000,54.100000
76.000000,53.830000
87.000000,68.480000
80.000000,61.220000
68.000000,47.730000
74.000000,53.620000
84.000000,67.580000
71.000000,53.770000
66.000000,51.750000
82.000000,64.970000
52.000000,28.050000
61.000000,37.420000
66.000000,43.030000
64.000000,40.940000
63.000000,41.580000
89.000000,74.090000
83.000000,63.290000
73.000000,54.080000
70.000000,49.320000
73.000000,54.670000
70.000000,48.820000
61.000000,37.960000
78.000000,60.330000
66.000000,44.480000
67.000000,48.650000
77.000000,58.390000
84.000000,65.200000
52.000000,27.870000
92.000000,77.410000
101.000000,85.020000
66.000000,44.980000
84.000000,65.410000
85.000000,67.930000
96.000000,82.830000
77.000000,55.070000
50.000000,27.290000
77.000000,58.720000
68.000000,47.470000
79.000000,64.820000
50.000000,27.640000
69.000000,49.880000
63.000000,44.150000
84.000000,66.610000
85.000000,69.710000
74.000000,55.280000
76.000000,59.410000
82.000000,65.490000
48.000000,24.220000
